Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Strategy_Family,Strategy_Family_Rank
CVCO,2025-08-25 07:25:52.633455,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.0,-0.4,29.84,-0.13,31.5,31.62,39.38,38.83,30.52,0.55,30.19,0.11,30.88,30.89,36.07,35.13,31.9,0.46,31.27,-0.09,32.1,32.11,35.61,34.72,32.53,0.38,31.76,-0.21,32.81,32.83,35.37,34.51,32.66,0.18,31.88,-0.12,33.04,32.88,35.22,34.38,32.76,0.05,31.95,-0.05,33.15,32.84,34.97,34.02,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,47.01,39.85,39.13,35.72,35.83,38.22,36.69,35.62,8/25/25,3038.006238044167,0.0,Flat,Stable,Rising,4.114051801110705,False,Compression,Bullish,1.423141920817119,4.708819300958498,Stable,13.234363530420634,73.4951589038716,Weak,16.739322921494498,True,0.5579774307164833,,0.0,,,False,-9.130000000000003,Bullish,Compression,30.0,39.13,9.130000000000003,-5.199999999999999,-3.9299999999999997,-2.8599999999999994,-2.799999999999997,-23.33248147201636,-14.55767077267637,-10.968462182528608,-8.029197080291969,-7.860752386299824,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Neutral,Bullish,Bullish,38,True,1.9476,8.44,27.05,593.02,574.41,2.95,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
DUOL,2025-08-25 07:25:55.671191,54.51,4.7,55.08,5.5,52.88,52.48,87.82,87.26,56.73,6.91,56.24,6.66,52.88,52.48,87.82,87.26,57.74,3.89,56.92,4.35,50.72,50.38,87.82,87.26,57.07,1.9,57.16,3.14,53.85,52.65,81.11,80.29,59.9,2.86,59.82,3.92,54.99,54.06,68.64,67.23,66.45,0.59,66.36,1.71,63.27,62.19,64.37,62.73,63.24,0.25,62.81,0.83,62.61,61.76,65.95,64.65,61.58,0.4,61.0,0.75,60.68,60.06,63.11,61.72,61.77,0.48,61.28,1.31,60.88,59.51,61.19,59.68,64.65,0.51,63.61,0.79,63.83,62.46,61.44,59.57,64.19,0.55,62.87,0.66,64.51,62.81,60.65,58.97,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,95.06,90.28,75.84,58.86,63.35,68.05,69.94,66.23,8/25/25,3038.006238044167,11.812179016874538,Contango,Rising,Rising,12.162773806441795,False,High Vol,Bearish,-4.820519436198409,-16.62648585790403,Stable,25.5617539976567,22.054411583021547,Strong,32.97348930468966,True,0.5777727230539628,,0.0,,,False,-18.770000000000003,Bearish,High Vol,57.07,75.84,18.770000000000003,1.0399999999999991,3.1000000000000014,-4.460000000000001,-2.0400000000000063,-24.749472573839665,1.7669045191980957,4.893449092344122,-6.734108410086065,-3.0801751472142627,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4919,-9.13,-35.93,189.3,216.1,4.78,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
TMO,2025-08-25 07:25:56.945320,26.0,1.78,26.16,1.85,28.26,28.88,30.57,30.15,25.93,1.71,26.7,2.39,28.26,28.88,28.79,27.91,26.4,1.01,26.97,1.67,26.15,27.8,28.39,27.45,26.6,-0.06,26.8,0.87,27.02,26.87,29.79,30.26,27.82,0.06,27.37,0.5,28.11,27.06,28.95,28.23,28.99,0.17,28.32,0.57,29.33,29.02,28.83,28.43,28.68,0.34,28.01,0.58,29.56,28.81,30.03,28.98,28.75,-0.45,28.51,0.57,29.76,28.52,29.38,28.44,29.15,-0.33,28.55,0.48,30.16,28.55,30.15,29.25,29.6,-0.34,28.7,0.62,30.31,28.31,31.35,29.6,29.99,-0.13,28.79,0.64,30.36,28.31,31.3,29.24,29.72,-0.46,28.29,-0.23,30.89,28.41,31.54,28.85,29.72,-0.46,28.29,-0.23,30.89,28.41,31.54,28.85,28.0,28.36,40.52,33.75,34.86,37.42,35.88,33.62,8/25/25,3038.006238044167,0.0,Flat,Stable,Falling,1.4152110168530416,False,Low Vol,Bullish,1.8810989059155372,2.216575055718118,Falling,35.31391772038,62.442155611180276,Strong,13.790999550494867,True,0.5184586297178521,Ascending Triangle,63.0,,,False,-13.920000000000002,Bullish,Low Vol,26.6,40.52,13.920000000000002,-5.93,-5.870000000000001,-4.469999999999999,-3.629999999999999,-34.35340572556762,-17.57037037037037,-16.838783706253587,-13.295657346817368,-10.79714455681142,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,5,True,6.5517,10.8,12.69,574.27,572.38,1.65,False,True,Age_0_5,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
MUSA,2025-08-25 07:25:58.625732,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.43,29.77,1.43,26.8,28.06,35.43,34.44,30.09,0.99,29.83,0.7,28.05,28.37,30.47,30.18,30.66,0.58,30.3,0.31,29.41,29.37,28.93,28.49,30.84,0.3,30.43,0.04,30.13,29.92,29.19,28.76,30.51,0.29,29.99,0.09,30.06,29.74,29.34,28.89,30.62,0.17,29.96,-0.01,30.23,29.72,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,26.99,48.27,42.21,37.2,39.39,38.12,36.5,34.2,8/25/25,3038.006238044167,35.22595596755503,Flat,Rising,Falling,3.5740826328817112,False,Expansion,Bullish,1.7276928009737216,6.146083430495971,Rising,27.306679217589437,62.17771121329716,Strong,14.458194315560652,True,0.4845239381890299,Double Bottom,70.0,,,False,-12.370000000000001,Bullish,Expansion,29.84,42.21,12.370000000000001,-7.110000000000003,-8.73,-3.580000000000002,-3.4700000000000024,-29.305851693911393,-19.11290322580646,-22.162985529322164,-10.467836257309946,-10.146198830409363,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,38,True,2.0701,6.91,23.54,399.72,383.09,2.51,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
HUBB,2025-08-25 07:26:00.204213,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.95,1.02,25.95,2.31,27.42,26.98,33.77,34.19,26.09,0.66,25.86,0.86,27.48,26.6,30.77,29.43,27.93,0.71,27.59,0.74,28.52,27.68,30.47,29.58,28.77,0.71,28.36,0.64,29.11,28.3,30.32,29.65,29.05,0.75,28.53,0.7,29.57,28.82,30.21,29.67,29.24,0.78,28.64,0.73,29.91,29.18,29.68,29.18,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,31.36,28.21,28.33,24.37,28.51,33.99,35.01,33.6,8/25/25,3038.006238044167,0.0,Flat,Falling,Rising,3.71507140652176,False,Compression,Bullish,1.8711418847666237,2.313593142551329,Falling,44.92204600460311,55.39537196715727,Strong,21.571623407083056,True,0.864594124532387,,0.0,,,False,-3.379999999999999,Bullish,Compression,24.95,28.33,3.379999999999999,1.7199999999999989,-0.5800000000000018,-4.360000000000003,-4.240000000000002,-11.930815390045884,7.057858022158387,-2.0343739038933775,-12.976190476190485,-12.619047619047624,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,Trending,Bullish,Bullish,21,True,7.1811,8.29,10.21,443.1,441.18,2.37,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
IT,2025-08-25 07:26:01.615149,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.33,-0.16,33.47,-0.82,33.55,33.96,37.59,36.56,34.76,0.48,34.43,-1.59,35.85,36.33,33.25,33.15,36.94,0.09,36.63,-2.03,39.03,38.84,32.4,32.44,38.02,-0.04,37.61,-2.27,40.69,40.16,31.97,32.08,38.84,0.14,37.85,-1.9,40.88,40.04,31.71,31.85,39.37,0.26,38.01,-1.66,40.83,39.77,31.51,31.42,39.83,0.34,38.36,-0.92,40.46,38.8,31.26,30.87,39.92,0.36,38.57,-0.42,40.11,38.02,31.26,30.87,39.98,0.37,38.72,-0.04,39.83,37.39,31.26,30.87,39.98,0.37,38.72,-0.04,39.83,37.39,31.26,30.87,32.98,119.7,98.15,70.49,59.24,55.62,50.63,46.8,8/25/25,3038.006238044167,0.0,Flat,Stable,Falling,1.9583893609006608,False,Low Vol,Bullish,5.507991765396443,6.307584166616744,Falling,56.57707037375735,93.16413205825567,Strong,26.730004019289876,True,0.8019803186105574,,0.0,,,False,-64.82000000000001,Bullish,Low Vol,33.33,98.15,64.82000000000001,-35.73,-22.300000000000004,-7.43,-6.8799999999999955,-66.04177279673968,-50.68804085685913,-37.64348413234302,-15.876068376068375,-14.700854700854693,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,14,True,4.3566,13.25,15.06,240.55,238.74,2.4,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
CHTR,2025-08-25 07:26:03.042991,32.57,1.47,34.11,2.94,37.88,36.73,70.06,69.56,33.77,2.67,34.41,3.24,37.88,36.73,57.86,57.36,34.63,-1.31,34.55,0.37,34.56,34.41,50.23,49.78,34.01,0.25,33.84,0.1,37.25,36.66,44.79,43.88,35.76,0.17,35.9,1.02,38.66,36.99,38.62,37.45,38.83,-0.39,38.6,0.5,42.22,40.96,37.87,36.7,40.12,-0.72,39.5,-0.13,44.12,43.17,37.49,36.32,40.21,0.02,38.46,-2.23,43.41,42.31,37.26,36.05,40.65,0.14,39.36,-0.42,43.61,42.8,36.92,35.27,40.85,-0.09,40.21,0.63,44.18,43.04,37.38,35.49,40.79,-0.4,40.08,0.06,44.36,43.0,37.41,35.24,42.29,-0.15,39.88,-0.44,44.25,42.25,38.12,35.06,42.45,-0.19,39.85,-0.62,44.25,42.25,38.12,35.06,25.25,36.48,68.22,52.38,49.88,48.8,45.59,44.53,8/25/25,3038.006238044167,0.0,Contango,Falling,Falling,4.516114357375032,False,Compression,Neutral,1.4914901736393236,-2.7820442230223468,Stable,40.364095120546025,56.37525743406651,Strong,16.68673605927419,True,0.49064204819977036,,0.0,Bullish Engulfing,Strong,True,-34.21,Bidirectional,Compression,34.01,68.22,34.21,-16.620000000000005,-11.050000000000004,-3.8800000000000026,-3.740000000000002,-50.14658457930226,-31.729667812142047,-22.153167602245396,-8.713227037951949,-8.398832247922753,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,77,True,0.4451,3.07,-5.98,205.97,215.02,2.49,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
SYK,2025-08-25 07:26:04.707967,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.6,1.11,18.3,0.48,17.89,18.26,22.77,22.53,19.28,0.97,18.46,0.16,18.18,17.95,21.63,21.18,20.08,0.76,19.37,-0.01,19.84,19.17,21.47,21.0,20.41,0.58,19.8,-0.1,20.74,19.86,21.38,20.91,20.42,0.18,20.04,-0.04,20.31,19.88,21.33,20.85,20.99,0.37,20.26,-0.22,20.69,20.32,21.23,20.86,21.53,0.32,20.77,-0.27,21.67,21.0,22.18,21.59,22.0,0.3,21.05,-0.18,22.17,21.12,22.67,21.7,22.37,0.24,20.92,-0.47,22.61,21.75,22.95,21.84,22.37,0.24,20.92,-0.47,22.61,21.75,22.95,21.84,19.37,22.44,20.69,17.02,18.2,24.35,23.1,22.84,8/25/25,3038.006238044167,14.549180327868873,Flat,Stable,Falling,2.1527088877866305,False,Low Vol,Bearish,-1.2286868587140483,-3.117500273149688,Stable,31.80521906707684,47.762389267911125,Strong,7.844398144227053,True,0.4217418357111319,Descending Triangle,64.0,,,False,-2.09,Bearish,Low Vol,18.6,20.69,2.09,2.2600000000000016,1.879999999999999,-1.8500000000000014,-0.8399999999999999,-10.101498308361526,13.27849588719155,10.329670329670325,-8.099824868651496,-3.6777583187390537,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Neutral,Bearish,Bearish,24,True,-0.8241,-4.38,-11.34,356.88,363.84,1.49,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
ADBE,2025-08-25 07:26:06.104202,30.27,1.71,30.31,1.53,30.65,30.12,29.23,28.13,45.01,16.45,44.6,15.82,30.65,30.12,28.18,27.22,52.04,1.52,51.69,1.45,30.29,29.82,27.54,26.46,47.51,0.19,47.24,0.21,46.86,45.93,27.4,26.87,41.12,0.87,40.17,0.81,40.73,40.21,36.08,35.18,38.15,0.67,37.71,0.69,38.14,37.57,34.08,33.21,39.22,0.15,38.73,0.32,39.17,38.28,33.06,32.1,37.13,-0.44,36.83,-0.08,38.38,37.43,34.88,33.74,36.61,0.07,36.03,0.12,37.37,36.4,34.3,32.93,36.2,0.23,34.68,-0.48,36.89,35.28,34.01,32.58,35.58,0.14,34.38,0.37,36.97,35.17,34.34,32.71,35.57,0.19,33.26,-0.27,36.29,33.77,34.5,32.29,35.72,0.35,33.31,-0.47,36.48,33.93,34.53,32.56,30.09,29.64,25.11,27.45,25.73,36.75,33.93,36.92,8/25/25,3038.006238044167,100.0,Mixed,Stable,Rising,9.330512669015924,False,High Vol,Bullish,2.126626592110398,4.153458120531062,Falling,67.92387696479474,65.60004123272279,Strong,16.090815020161955,True,0.3386826988036615,,0.0,,,False,22.4,Bullish,High Vol,47.51,25.11,22.4,13.669999999999998,12.419999999999998,-0.3100000000000023,-1.3400000000000034,89.20748705694942,49.799635701275044,48.27050136027982,-0.839653304442043,-3.6294691224268782,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,21,True,1.008,7.35,14.08,345.81,339.08,2.56,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
ELV,2025-08-25 07:26:09.085851,33.88,0.94,34.2,0.94,34.28,35.52,36.96,35.6,33.88,0.94,34.2,0.94,34.28,35.52,36.96,35.6,33.88,0.94,34.2,0.94,34.28,35.52,36.96,35.6,35.03,1.68,34.97,1.58,34.28,35.52,36.54,35.27,37.92,1.49,37.07,2.18,39.09,39.63,36.18,35.01,38.93,0.28,38.09,0.23,38.76,40.2,38.78,37.19,36.98,0.17,36.9,0.14,38.18,38.2,38.75,37.14,37.35,-0.63,37.06,0.49,37.47,37.4,38.71,37.09,37.6,-0.17,37.21,0.43,37.43,36.37,38.24,36.63,37.35,-0.58,36.89,0.53,37.56,35.58,38.22,36.77,37.35,-0.5,36.42,0.29,37.57,36.15,38.52,37.0,37.82,-0.45,36.42,0.87,38.57,36.69,38.9,35.92,37.82,-0.45,36.42,0.87,38.57,36.69,38.9,35.92,26.24,31.16,58.97,50.01,48.47,44.68,41.84,39.48,8/25/25,3038.006238044167,33.18584070796463,Flat,Stable,Falling,0.9398699673654617,False,Compression,Bullish,1.8295195136295672,4.513967656004122,Stable,24.510890527539306,63.31486942332599,Moderate,20.212307662996988,True,0.5769999332856691,Ascending Triangle,63.0,,,False,-23.939999999999998,Bullish,Compression,35.03,58.97,23.939999999999998,-12.089999999999996,-9.54,-1.8799999999999955,-2.1299999999999955,-40.59691368492454,-24.175164967006594,-19.682277697544873,-4.76190476190475,-5.39513677811549,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,33,True,1.055,6.26,15.05,342.12,333.33,2.56,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
PWR,2025-08-25 07:26:12.020848,32.35,1.2,30.91,0.85,30.31,30.57,41.25,41.1,32.35,1.2,30.91,0.85,30.31,30.57,41.25,41.1,32.35,1.2,30.91,0.85,30.31,30.57,41.25,41.1,32.08,1.03,30.89,0.88,30.31,30.57,39.27,39.13,32.69,1.45,32.06,1.52,30.77,31.18,35.69,35.67,35.38,0.23,34.72,0.75,33.84,34.13,34.11,34.64,34.56,0.46,33.84,0.57,33.9,33.92,35.48,35.14,34.24,0.72,33.44,0.59,33.45,33.24,34.73,34.33,34.59,0.39,33.59,0.56,33.57,32.89,34.31,33.86,34.3,0.45,33.48,0.52,33.72,32.75,34.47,33.84,34.51,0.49,33.27,0.19,33.95,32.76,34.41,33.69,34.97,0.47,33.33,-0.03,34.42,32.94,34.81,33.73,34.97,0.47,33.33,-0.03,34.42,32.94,34.81,33.73,21.74,19.22,23.29,22.19,29.67,36.52,45.55,43.49,8/25/25,3038.006238044167,19.75446428571427,Flat,Rising,Falling,3.874569510137727,False,Compression,Bearish,-2.9082693634427628,-2.6132626473410725,Falling,33.271076145754826,33.491253621407424,Strong,32.747901381316886,True,1.0208198684949155,,0.0,,,False,8.79,Bearish,Compression,32.08,23.29,8.79,10.499999999999996,5.710000000000001,-8.899999999999999,-8.980000000000004,37.7415199656505,47.318611987381686,19.245028648466466,-20.464474591860192,-20.648424925270184,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Neutral,Bearish,Bearish,13,True,-1.3984,-12.91,-11.57,443.94,442.6,2.99,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
HCA,2025-08-25 07:26:13.332274,21.4,0.58,21.22,0.4,21.6,21.75,37.62,37.91,21.4,0.58,21.22,0.4,21.6,21.75,37.62,37.91,21.4,0.58,21.22,0.4,21.6,21.75,37.62,37.91,21.55,0.63,21.45,0.64,21.6,21.75,34.93,35.15,23.13,0.81,23.04,1.49,21.93,21.82,30.0,30.11,25.88,0.36,25.45,0.66,25.08,25.12,28.67,28.73,25.56,0.33,25.12,0.31,25.35,25.12,29.15,29.0,25.59,0.13,24.81,-0.27,25.56,25.1,29.41,29.12,26.59,-0.22,25.79,-0.47,26.75,26.1,29.02,28.43,28.3,-0.07,27.41,-0.31,28.15,27.4,29.81,28.95,29.17,0.08,28.02,-0.26,28.96,27.91,30.1,29.11,29.42,0.01,28.26,-0.17,29.52,28.12,30.61,29.21,29.42,0.01,28.26,-0.17,29.52,28.12,30.61,29.21,18.51,17.86,27.25,22.92,26.46,27.02,29.69,28.42,8/25/25,3038.006238044167,0.0,Contango,Stable,Falling,6.295640466933359,False,High Vol,Neutral,-1.2061240220521836,0.15970936758930812,Falling,50.51845383894889,43.17787170925917,Strong,15.330816403213666,True,0.7114067936526063,,0.0,Bearish Engulfing,Moderate,False,-5.699999999999999,Bidirectional,High Vol,21.55,27.25,5.699999999999999,0.2099999999999973,-0.5800000000000018,-1.8300000000000018,0.75,-20.917431192660548,0.9162303664921347,-2.1919879062736274,-6.439127375087972,2.638986629134412,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,13,True,-0.0309,-5.79,0.76,479.81,473.26,2.34,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
CSL,2025-08-25 07:26:14.730960,28.08,-0.09,27.96,1.4,29.06,26.58,34.97,33.77,28.08,-0.09,27.96,1.4,29.06,26.58,34.97,33.77,28.08,-0.09,27.96,1.4,29.06,26.58,34.97,33.77,28.18,-0.07,27.94,1.22,29.06,26.58,32.66,31.63,29.07,-0.06,28.57,0.52,29.3,27.15,28.61,27.87,30.67,-0.15,30.21,0.41,30.78,28.66,28.51,27.68,31.37,-0.24,30.91,0.29,31.61,29.49,28.46,27.59,31.42,-0.28,30.83,0.21,31.88,29.76,28.44,27.54,31.45,-0.3,30.78,0.15,32.02,29.9,28.67,27.76,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,31.47,-0.32,30.74,0.12,32.13,30.01,28.95,28.02,42.52,64.49,56.11,43.18,38.91,39.13,38.44,36.6,8/25/25,3038.006238044167,0.0,Flat,Stable,Falling,1.9380631797980385,False,Low Vol,Neutral,-0.17467259936962032,1.2178213310944674,Falling,63.05417623787912,55.63132927628203,Strong,12.25412119979421,True,0.4348517104256284,,0.0,,,False,-27.93,Bidirectional,Low Vol,28.18,56.11,27.93,-14.11,-8.239999999999995,-5.150000000000002,-5.130000000000003,-49.7772233113527,-32.677165354330704,-21.177075301978913,-14.071038251366124,-14.016393442622958,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bullish,Bullish,25,True,-0.0566,-0.57,3.93,327.46,322.96,2.39,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
