Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct
CMCSA,2025-12-29 07:35:32.799721,2025-12-29,,27.91,28.63,29.96,30.19,30.86,30.7,36.74,36.85,34.7,35.21,34.11,34.61,34.05,34.26,34.19,34.14,34.26,34.11,34.55,33.96,33.16,34.31,32.92,33.54,35.05,34.79,37.16,30.33,29.68,28.46,24.59,24.9,23.77,23.88,4.081822878333334,,Mixed,Unknown,Rising,,False,Unknown,Bullish,4.9959897117106,6.102543189125665,Falling,51.77827181629308,75.14032849210615,Strong,35.9778458100388,True,0.9792554657060097,,0.0,,,False,7.060000000000002,Bullish,Unknown,36.74,29.68,7.060000000000002,6.240000000000002,9.52,10.379999999999999,9.279999999999998,23.78706199460917,21.925509486999303,38.714924766165105,43.46733668341709,38.8609715242881,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,14,True,0.4131,1.4,1.7,28.37,28.07,2.54
LOW,2025-12-29 07:35:35.946426,2025-12-29,,21.85,21.94,22.36,21.97,22.54,21.92,22.42,22.51,23.95,23.84,25.53,25.27,25.27,24.87,25.47,25.02,25.52,25.04,25.98,25.35,26.18,25.6,26.57,25.49,26.59,25.48,17.8,18.15,26.72,22.3,21.15,22.54,22.1,22.88,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,-0.9120830056226927,1.362925243910554,Falling,33.69538232077293,46.73177531897527,Strong,17.733824994786776,True,0.7909823815694369,,0.0,Hammer,Moderate,False,-4.299999999999997,Bidirectional,Unknown,22.42,26.72,4.299999999999997,1.6499999999999986,4.380000000000003,2.6400000000000006,3.3000000000000007,-16.092814371257475,7.399103139013446,20.709219858156043,11.538461538461542,14.423076923076927,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,31,True,-0.8512,-2.19,3.32,245.32,239.81,1.89
ANET,2025-12-29 07:35:39.968100,2025-12-29,,41.15,40.38,41.12,40.47,41.88,41.33,43.75,43.06,50.79,50.54,50.65,50.72,50.38,50.9,50.82,51.44,50.65,51.03,50.99,49.91,50.87,49.43,50.49,48.5,50.49,48.46,51.66,38.5,40.92,47.15,45.36,48.22,48.71,48.79,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Neutral,4.071380988573533,-0.8132936139084658,Falling,30.322292048618003,57.59905469478579,Strong,33.122965574203256,True,0.7570963559817887,,0.0,,,False,2.8299999999999983,Bidirectional,Unknown,43.75,40.92,2.8299999999999983,3.6400000000000006,5.289999999999999,1.8599999999999994,2.0799999999999983,6.91593352883675,7.720042417815484,11.662257495590827,3.8122566099610564,4.263168682106986,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,3,True,2.5376,5.28,-1.07,129.0,135.35,3.42
CRWD,2025-12-29 07:35:43.549597,2025-12-29,,32.3,31.39,33.12,32.55,33.6,33.44,33.98,34.48,37.27,36.79,40.69,40.46,39.68,39.69,40.86,40.44,42.19,41.42,42.83,42.03,43.26,42.44,44.95,43.05,45.13,42.94,30.39,26.83,30.83,33.53,37.35,36.17,35.97,37.25,4.081822878333334,,Contango,Unknown,Stable,,False,Unknown,Bearish,-4.192952842905192,-7.292682503736415,Falling,29.98142490128247,26.935914928921406,Strong,28.429090165593006,True,0.8366418530192175,,0.0,,,False,3.1499999999999986,Bearish,Unknown,33.98,30.83,3.1499999999999986,3.740000000000002,3.3399999999999963,4.939999999999998,6.009999999999998,10.217320791436908,11.154190277363561,8.942436412315919,13.261744966442949,16.134228187919458,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,39,True,-6.5855,-20.71,-37.33,497.33,513.95,2.85
ADP,2025-12-29 07:35:51.730574,2025-12-29,,18.61,19.32,18.9,18.96,19.25,18.85,23.14,23.11,22.18,22.11,22.51,21.8,22.8,22.14,22.65,22.18,22.36,22.05,22.43,22.07,22.72,22.29,23.72,22.56,23.77,22.58,15.7,15.23,16.13,20.06,18.61,17.9,18.14,18.36,4.081822878333334,,Mixed,Unknown,Stable,,False,Unknown,Bearish,-0.10917094109302047,-0.2974128825778809,Falling,36.59621094790375,53.53178495115034,Strong,15.260378361636873,True,0.659480482352501,,0.0,,,False,7.010000000000002,Bearish,Unknown,23.14,16.13,7.010000000000002,2.120000000000001,3.900000000000002,4.0,4.359999999999999,43.459392436453825,10.568295114656037,20.95647501343365,21.78649237472767,23.747276688453155,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,18,True,-1.265,-0.23,-0.72,259.54,260.03,1.47
CB,2025-12-29 07:36:04.658569,2025-12-29,,13.78,14.07,13.78,14.07,14.82,14.96,16.52,16.45,17.89,17.8,17.9,18.13,18.78,18.97,18.81,18.72,18.53,18.09,18.99,18.43,19.48,18.98,21.57,20.2,21.66,20.27,9.88,15.64,13.78,18.04,16.76,16.42,16.89,17.82,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,3.078061692910771,7.06786788523745,Falling,32.64838258271863,75.1945270421163,Strong,9.453746146077,True,0.57226066259546,,0.0,,,False,2.74,Bullish,Unknown,16.52,13.78,2.74,-0.14999999999999858,1.139999999999997,0.7100000000000009,1.6600000000000001,19.883889695210453,-0.8314855875831407,6.801909307875877,3.9842873176206557,9.31537598204265,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,55,True,3.1655,9.42,20.8,305.32,293.94,1.4
COP,2025-12-29 07:36:08.067711,2025-12-29,,24.72,24.75,25.66,25.68,26.58,26.46,26.28,25.93,28.19,28.97,27.92,28.74,28.01,28.41,28.56,28.94,28.76,28.63,29.0,28.66,29.76,28.56,29.81,29.46,30.15,29.16,36.55,32.74,29.77,28.28,27.81,26.09,26.79,29.66,4.081822878333334,,Flat,Unknown,Rising,,False,Unknown,Neutral,-0.5557586813293572,3.0762023842207724,Falling,40.76602351119721,49.02237704272785,Strong,37.21924168133493,True,1.4162572938103093,,0.0,,,False,-3.4899999999999984,Bidirectional,Unknown,26.28,29.77,3.4899999999999984,-0.08999999999999986,0.11000000000000298,-0.8999999999999986,0.10000000000000142,-11.723211286530058,-0.31824611032531774,0.3955411722402121,-3.034389750505727,0.3371544167228639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bullish,Bullish,28,True,-0.604,-0.55,2.73,92.98,89.7,2.53
VRTX,2025-12-29 07:36:11.170959,2025-12-29,,23.43,23.83,24.86,24.66,25.56,24.98,25.41,25.5,31.4,31.12,30.29,30.11,30.25,30.07,32.83,32.31,34.25,33.55,34.68,33.73,34.03,32.95,32.67,30.66,32.6,30.53,15.11,31.28,28.12,24.49,23.0,41.56,37.97,38.67,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,1.5267707289307397,5.219177504094176,Falling,17.595675540740633,64.62859475859119,Moderate,15.5872857989038,True,0.6134311609171114,,0.0,,,False,-2.710000000000001,Bullish,Unknown,25.41,28.12,2.710000000000001,6.91,7.289999999999999,-4.420000000000002,-4.640000000000001,-9.637268847795166,28.215598203348307,31.695652173913043,-11.430049133695375,-11.998965606413242,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,89,True,5.0503,6.98,22.82,451.19,435.35,1.75
GOOGL,2025-12-29 07:36:18.259720,2025-12-29,,25.4,25.36,26.03,25.95,26.39,26.25,27.76,27.53,34.36,34.11,33.65,33.32,34.44,34.01,35.45,34.94,35.03,34.46,35.54,34.76,35.87,34.81,37.78,35.78,38.35,36.0,24.27,23.22,32.24,30.47,30.84,28.15,27.76,29.64,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.21177102543850204,6.42032065097347,Falling,34.86722148953989,49.26470450738973,Strong,23.480595634592348,True,0.8458427822259491,,0.0,,,False,-4.48,Bullish,Unknown,27.76,32.24,4.48,3.8900000000000006,2.8099999999999987,5.390000000000001,6.229999999999997,-13.895781637717123,12.766655726944537,9.111543450064847,18.18488529014845,21.01889338731443,True,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,129,True,3.4341,0.83,19.06,312.35,294.12,2.14
XLU,2025-12-29 07:36:43.267107,2025-12-29,,21.6,22.43,17.88,18.26,18.97,18.91,17.48,17.61,15.71,15.76,16.29,15.9,16.41,15.99,16.48,16.04,16.59,16.12,16.88,16.33,16.0,15.32,17.7,17.65,17.46,15.77,11.46,13.36,13.49,12.65,12.48,12.54,12.5,13.49,4.081822878333334,,Inverted,Unknown,Falling,,False,Unknown,Neutral,0.5657762839015595,-1.7208137341485366,Falling,38.44850666534736,60.652570148255116,Strong,11.594399576777697,True,0.6632951702962069,,0.0,,,False,3.99,Bidirectional,Unknown,17.48,13.49,3.99,3.0600000000000005,3.8099999999999987,3.0999999999999996,2.51,29.577464788732392,24.189723320158105,30.528846153846146,22.97998517420311,18.606375092661228,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,28,True,0.1228,0.24,-0.75,42.84,43.84,1.11
SMH,2025-12-29 07:36:49.016871,2025-12-29,,25.8,25.56,26.95,26.68,27.91,27.43,29.23,28.98,31.24,30.79,32.72,32.4,33.47,32.85,33.82,33.1,34.03,33.24,34.85,34.0,35.37,34.29,36.04,34.25,35.87,34.01,37.05,28.19,32.15,33.39,29.42,27.3,26.53,29.28,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,1.101239102973622,3.0966459105543875,Falling,21.424075330004133,47.074747464259076,Moderate,27.973248365684206,True,0.9570047336874514,Ascending Triangle,63.0,,,False,-2.919999999999998,Bullish,Unknown,29.23,32.15,2.919999999999998,-2.150000000000002,3.299999999999997,4.75,6.089999999999996,-9.082426127527212,-6.439053608864937,11.216859279401756,16.222677595628415,20.79918032786884,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,10,True,5.8546,3.93,10.89,359.32,352.37,2.33
COIN,2025-12-29 07:36:55.424057,2025-12-29,,47.85,47.87,49.11,49.07,50.48,49.89,50.96,50.48,56.1,55.59,56.71,56.0,57.57,57.24,58.72,58.4,58.58,58.3,59.83,58.9,60.71,59.44,62.48,60.23,62.74,59.63,40.66,43.37,55.4,62.17,58.0,60.35,63.96,67.66,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-9.167332502335265,-18.1476622831574,Falling,21.324081781451678,20.385928960236356,Moderate,39.712805424297756,True,0.7792936700215415,Ascending Triangle,63.0,,,False,-4.439999999999998,Bearish,Unknown,50.96,55.4,4.439999999999998,-6.07,-1.2899999999999991,-9.079999999999998,-6.949999999999996,-8.014440433212993,-9.763551552195594,-2.2241379310344813,-13.420041383387524,-10.271947975169962,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,60,True,-8.9789,-23.61,-51.8,256.93,285.12,5.06
U,2025-12-29 07:36:58.209173,2025-12-29,,59.39,58.3,58.57,57.8,57.93,57.61,59.12,59.94,63.36,63.35,63.06,62.74,64.37,63.84,64.35,63.49,63.58,62.33,65.85,65.04,65.98,64.56,65.92,63.32,66.32,64.9,44.14,44.55,52.49,67.12,63.46,64.8,65.35,63.76,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,-1.4633754045486387,8.970757095577662,Falling,35.44258704719246,32.42629412595116,Strong,31.60922314290297,True,0.5346620964631761,Double Bottom,70.0,,,False,6.6299999999999955,Bidirectional,Unknown,59.12,52.49,6.6299999999999955,-3.760000000000005,-0.3999999999999986,-0.17999999999999972,2.220000000000006,12.630977329015042,-5.601907032181176,-0.6303183107469249,-0.2823086574654952,3.4818067754077884,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,35,True,-0.2911,-0.7,3.68,45.83,41.45,4.57
TSM,2025-12-29 07:37:01.484736,2025-12-29,,29.64,29.32,33.73,33.33,35.67,35.3,35.2,34.49,35.69,35.41,37.4,37.1,38.36,38.1,38.52,38.03,38.55,37.92,39.27,38.35,40.31,39.2,41.84,40.25,42.1,40.32,36.95,30.12,29.89,35.98,33.78,32.85,31.92,33.24,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,1.7652946308964135,2.623697573519028,Falling,16.625789876044784,48.85669636167356,Moderate,29.354623873469617,True,0.8339381782235686,,0.0,,,False,5.310000000000002,Bullish,Unknown,35.2,29.89,5.310000000000002,-0.28999999999999915,3.6199999999999974,5.309999999999995,7.07,17.765138842422225,-0.8060033351862123,10.716400236826516,15.974729241877242,21.269554753309265,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,6,True,5.7485,5.08,7.53,294.26,291.8,2.66
INTC,2025-12-29 07:37:04.482557,2025-12-29,,42.99,42.85,43.24,43.26,46.86,46.59,52.15,52.12,50.2,49.76,49.63,49.33,50.11,49.92,51.05,50.7,50.59,50.11,52.81,51.8,52.54,51.1,51.38,51.79,53.98,51.82,28.4,61.43,56.84,50.48,61.62,59.12,57.38,56.16,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-5.572437510145081,-3.8777463245417803,Falling,45.38876255413255,23.063737661500397,Strong,21.428948254129963,True,0.4109098418816868,,0.0,,,False,-4.690000000000005,Bearish,Unknown,52.15,56.84,4.690000000000005,-0.27999999999999403,-11.989999999999995,-5.569999999999993,-3.6199999999999974,-8.251231527093603,-0.5546751188589423,-19.4579681921454,-9.918091168091156,-6.445868945868942,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Neutral,Bearish,Bearish,12,True,-0.6448,-2.15,-1.46,38.68,38.0,3.9
PYPL,2025-12-29 07:37:07.444246,2025-12-29,,27.97,27.37,28.53,27.84,29.28,28.5,30.39,29.25,39.78,39.14,38.74,37.63,39.09,38.27,39.8,39.33,39.23,38.59,39.97,39.2,40.53,39.67,41.71,40.04,41.81,39.84,16.39,18.46,26.87,36.72,33.38,34.96,33.76,33.29,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-2.559233958959862,-7.035458315560127,Falling,21.504133707585698,36.86891027161305,Moderate,16.780742293454736,True,0.5521797398306922,,0.0,,,False,3.5199999999999996,Bearish,Unknown,30.39,26.87,3.5199999999999996,3.0600000000000023,5.359999999999999,5.939999999999998,7.240000000000002,13.100111648678823,8.33333333333334,16.057519472738164,17.843196155001493,21.74827275458096,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,56,True,-0.4628,-1.52,-4.45,60.86,63.79,2.21
BIDU,2025-12-29 07:37:10.887590,2025-12-29,,38.06,38.01,38.37,38.76,40.27,40.65,40.34,41.94,42.15,42.41,42.9,43.02,42.55,42.93,42.68,43.32,43.41,43.62,45.01,43.93,45.13,43.93,45.62,44.04,45.62,44.05,34.28,40.47,48.57,48.15,52.87,50.69,46.52,45.23,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,2.510483880106398,3.3338453920482523,Falling,20.167363944850628,43.03797237077463,Moderate,31.625173334775454,True,0.7839656255521926,,0.0,Evening Star,Strong,True,-8.229999999999997,Bullish,Unknown,40.34,48.57,8.229999999999997,-6.0,-9.969999999999999,-1.8200000000000003,-0.09999999999999432,-16.94461601811817,-12.461059190031152,-18.857575184414603,-4.023877957108115,-0.22109219544548822,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,21,True,1.3231,3.04,4.02,122.9,121.92,2.81
MDB,2025-12-29 07:37:14.185791,2025-12-29,,33.12,33.43,33.65,34.19,35.37,35.2,36.59,35.9,44.87,44.38,53.65,53.01,51.11,50.77,51.85,51.31,53.71,52.83,54.7,53.78,55.17,53.93,56.52,54.14,56.79,54.4,24.65,74.99,66.51,51.97,70.85,67.37,63.18,60.44,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.2569474398496605,14.38409509397601,Falling,62.93578366712019,53.933108618976135,Strong,28.28319185911648,True,0.7729760005224509,Descending Triangle,64.0,Hammer,Moderate,False,-29.92,Bullish,Unknown,36.59,66.51,29.92,-7.100000000000001,-17.199999999999996,-6.729999999999997,-5.269999999999996,-44.985716433619004,-13.661727919953822,-24.276640790402254,-11.135009927200525,-8.719391131700855,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,27,True,6.4422,9.27,53.38,416.1,371.99,2.68
CLS,2025-12-29 07:37:17.204544,2025-12-29,,62.77,61.22,63.93,61.89,64.27,62.36,78.7,77.73,78.44,77.63,77.59,76.37,77.5,76.45,77.45,76.5,77.51,76.59,78.05,77.03,78.34,77.17,80.99,78.19,81.11,78.25,91.99,78.49,93.88,82.68,74.51,71.67,66.45,65.2,4.081822878333334,,Mixed,Unknown,Stable,,False,Unknown,Bearish,-2.1977532256076673,-2.8365123374280725,Falling,23.854614909587667,37.17897995858258,Moderate,62.71090438674475,True,0.7968348714961213,Double Bottom,70.0,,,False,-15.179999999999993,Bearish,Unknown,78.7,93.88,15.179999999999993,-4.240000000000009,3.0799999999999983,12.310000000000002,13.14,-16.169578184916908,-5.128205128205138,4.133673332438597,18.88036809815951,20.153374233128833,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,13,True,2.2779,-7.2,-9.26,311.29,313.35,6.41
BKNG,2025-12-29 07:37:41.786646,2025-12-29,,21.01,21.01,21.15,21.14,21.22,21.17,21.79,21.6,25.17,24.82,26.64,26.39,26.69,26.27,27.5,26.97,27.8,27.21,28.41,27.54,29.06,27.92,30.94,29.31,30.93,29.17,18.53,25.39,31.2,29.74,26.3,24.49,23.77,24.34,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.8213184228733956,6.380976543202353,Falling,47.73719537433736,74.4046077751026,Strong,18.79611846823218,True,0.8626029586155199,Descending Triangle,64.0,,,False,-9.41,Bullish,Unknown,21.79,31.2,9.41,-4.569999999999997,0.33999999999999986,3.460000000000001,4.719999999999999,-30.160256410256416,-15.366509751176856,1.292775665399239,14.215283483976995,19.39194741166803,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,25,True,60.658,149.92,326.67,5281.54,5104.79,2.17
AZO,2025-12-29 07:37:44.825713,2025-12-29,,22.73,22.61,22.73,22.61,22.96,22.83,23.38,23.23,24.9,24.65,27.06,26.63,27.32,26.76,27.48,26.85,27.58,26.87,27.79,26.83,28.74,27.61,28.74,27.61,28.74,27.61,17.77,31.73,28.83,25.78,23.32,22.86,23.17,22.8,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-4.1614437980690155,-8.198562074282098,Falling,69.99829513876111,26.153161297571017,Strong,18.290915047962265,True,0.7823316958067693,,0.0,,,False,-5.449999999999999,Bearish,Unknown,23.38,28.83,5.449999999999999,-0.8800000000000026,3.7399999999999984,4.779999999999998,5.939999999999998,-18.90391952826916,-3.4134988363072245,16.0377358490566,20.964912280701743,26.052631578947356,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,21,True,-15.4685,-144.37,-300.74,3558.72,3715.1,2.52
MELI,2025-12-29 07:37:47.739156,2025-12-29,,32.73,32.13,32.66,32.28,32.51,33.0,32.46,32.44,35.18,35.09,38.16,38.04,38.87,38.47,39.71,39.11,39.26,38.66,39.94,39.28,40.69,39.52,42.47,40.45,42.33,40.34,23.03,31.64,40.7,43.29,41.36,37.8,36.34,36.24,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.6075512618840803,-3.742782092108533,Falling,35.32578784449476,39.56021663075271,Strong,23.071553736859943,True,0.7107687534460857,,0.0,,,False,-8.240000000000002,Bearish,Unknown,32.46,40.7,8.240000000000002,-8.11,-3.200000000000003,3.019999999999996,4.449999999999996,-20.24570024570025,-18.73411873411873,-7.736943907156681,8.333333333333321,12.279249448123608,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,52,True,9.0117,-10.64,-76.48,2022.97,2088.8,2.77
MKL,2025-12-29 07:37:50.755793,2025-12-29,,13.48,13.31,13.48,13.31,14.68,14.49,16.61,16.39,18.15,17.84,17.59,17.14,17.75,17.21,18.45,17.84,18.91,18.25,19.13,18.45,19.13,18.45,19.13,18.45,19.13,18.45,12.4,12.25,12.19,19.59,18.43,19.15,18.68,19.13,4.081822878333334,,Contango,Unknown,Stable,,False,Unknown,Bullish,2.9321967523363024,7.051420819801332,Falling,30.76136578019302,82.11528207112195,Strong,7.968278080972747,True,0.4797277592397801,Cup and Handle,65.0,,,False,4.42,Bullish,Unknown,16.61,12.19,4.42,-1.4400000000000013,-0.8399999999999999,-0.21999999999999886,0.0,36.25922887612798,-7.350689127105673,-4.557786218122625,-1.150026136957652,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,56,True,22.5901,62.24,144.0,2124.94,2043.18,1.51
FCNCA,2025-12-29 07:37:53.857449,2025-12-29,,21.47,21.44,21.47,21.44,23.18,23.11,25.97,25.84,28.75,28.55,29.33,29.04,29.61,29.29,29.79,29.37,29.91,29.37,30.06,29.37,30.06,29.37,30.06,29.37,30.06,29.37,13.4,18.01,20.36,27.05,26.8,26.97,26.4,27.66,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,4.999530103894377,13.43335069003618,Falling,93.16390366024369,82.59741816295703,Strong,11.853579333782049,True,0.4564335515510993,,0.0,,,False,5.609999999999999,Bullish,Unknown,25.97,20.36,5.609999999999999,1.6999999999999993,2.5299999999999976,2.25,2.3999999999999986,27.554027504911588,6.284658040665432,9.440298507462677,8.134490238611713,8.67678958785249,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,59,True,47.5782,102.38,255.5,2059.71,1906.59,1.94
FICO,2025-12-29 07:37:56.921582,2025-12-29,,33.44,33.15,33.44,33.15,34.76,34.5,37.02,36.82,38.71,38.52,37.52,37.21,37.85,37.44,38.78,38.23,38.77,38.14,40.3,39.5,40.71,39.61,42.77,40.78,42.88,40.84,18.46,24.02,27.68,51.51,46.22,44.51,47.12,49.78,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,0.230741786103286,2.8877828110218355,Falling,19.482573532015284,52.474440753848796,Moderate,18.758478154655453,True,0.5067119976946367,,0.0,Evening Star,Strong,True,9.340000000000003,Bullish,Unknown,37.02,27.68,9.340000000000003,-12.799999999999997,-8.699999999999996,-11.009999999999998,-9.07,33.742774566474,-24.849543777907197,-18.82302033751622,-22.117316191241457,-18.220168742466853,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,6,True,-10.2903,4.16,49.88,1770.36,1724.64,2.54
TDG,2025-12-29 07:38:04.916430,2025-12-29,,21.99,21.4,21.99,21.4,22.79,22.27,24.19,23.78,25.66,25.27,26.06,25.54,26.25,25.67,26.2,25.61,26.21,25.59,27.18,26.32,28.21,27.01,28.21,27.01,28.21,27.01,18.65,17.93,17.5,21.9,20.52,27.11,25.32,25.76,4.081822878333334,,Flat,Unknown,Rising,,False,Unknown,Neutral,0.25505777030726506,-0.13463166233065968,Falling,55.83867797625175,41.13376393701024,Strong,16.220325862811265,True,0.6705384813067906,,0.0,,,False,6.690000000000001,Bidirectional,Unknown,24.19,17.5,6.690000000000001,3.7600000000000016,5.539999999999999,0.4499999999999993,2.4499999999999993,38.228571428571435,17.16894977168951,26.998050682261205,1.7468944099378851,9.510869565217387,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,18,True,13.1089,3.72,-1.39,1312.09,1317.2,1.96
NFLX,2025-12-29 07:38:10.226547,2025-12-29,,27.26,27.19,27.85,27.73,37.43,37.21,42.86,42.4,38.01,37.75,37.15,36.76,37.92,37.43,38.11,37.51,37.67,37.12,37.98,37.13,38.55,37.46,39.57,37.57,40.26,37.74,14.64,30.84,34.49,36.33,32.07,31.37,29.84,30.26,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-3.312450371596112,-11.100063585007778,Falling,46.95639599763877,38.907849039397384,Strong,13.489971212703864,True,0.31474501196229265,,0.0,,,False,8.369999999999997,Bearish,Unknown,42.86,34.49,8.369999999999997,1.6799999999999997,5.079999999999998,7.41,8.289999999999996,24.267903740214546,4.624277456647398,15.840349236046144,24.487772637144744,27.395902181097142,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,68,True,-0.7235,-3.21,-11.71,97.08,105.59,2.36
