Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type_x,Regime_x,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime_y,EMA_Signal,Signal_Type_y,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Signal_Type,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Regime,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level
V,2025-08-25 07:26:23.973310,17.85,1.48,17.81,0.91,19.12,18.93,35.1,33.62,17.87,1.5,17.72,0.83,19.12,18.93,30.26,29.17,18.25,1.26,18.12,0.09,18.73,18.67,27.11,26.31,18.8,1.19,18.78,0.81,18.84,18.98,25.28,24.42,20.26,0.94,20.11,1.0,19.96,19.47,23.19,22.52,21.46,0.61,21.23,0.6,21.28,20.83,22.58,21.95,21.45,0.54,21.12,0.83,21.63,21.0,23.15,22.4,21.67,0.59,21.19,0.6,21.7,20.95,23.13,22.12,22.34,0.7,21.71,0.65,22.28,21.45,22.65,21.78,22.61,0.75,21.76,0.26,22.86,21.79,23.28,22.06,22.91,0.64,21.98,0.25,23.26,22.06,23.7,22.38,24.44,0.61,22.69,-0.03,24.77,22.99,24.81,23.04,24.79,0.7,22.71,-0.2,24.89,23.08,24.96,23.18,13.16,18.19,16.03,21.76,21.02,27.03,25.05,23.74,8/25/25,3014.2655609272224,0.0,Contango,Stable,Falling,3.045316987696939,False,Compression,Bullish,4.377841570098768,4.978999489302378,Falling,36.467848733535554,78.35325839161297,Strong,7.843309975216485,True,0.4171973391072598,Ascending Triangle,63.0,,,False,2.7699999999999996,Bullish,Compression,18.8,16.03,2.7699999999999996,-1.5,0.4400000000000013,-1.3999999999999986,-0.8299999999999983,17.280099812850903,-6.893382352941176,2.0932445290199873,-5.897219882055596,-3.4962089300758143,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Trending,Bullish,Bullish,14,True,6.7108,14.89,16.84,340.11,338.16,1.48,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-1.4)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=2.8, gap_60d=-1.5, gap_180d=-1.4, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
WING,2025-08-25 07:26:25.575715,41.98,-0.6,42.19,1.49,42.08,41.71,66.25,68.94,41.98,-0.6,42.19,1.49,42.08,41.71,66.25,68.94,41.98,-0.6,42.19,1.49,42.08,41.71,66.25,68.94,42.42,-0.16,42.31,1.64,42.08,41.71,61.32,63.16,44.27,0.92,43.62,2.23,42.01,41.58,52.39,52.51,46.51,-0.42,46.14,1.01,45.49,44.96,50.9,50.79,47.31,-1.21,47.01,0.21,47.41,46.82,50.14,49.9,46.63,-0.71,46.06,0.2,46.65,45.87,49.64,49.31,47.25,-0.62,46.48,0.24,47.25,46.24,48.44,47.78,47.3,-0.54,46.43,0.12,47.95,46.45,48.75,47.46,47.32,-0.42,46.13,0.05,47.93,46.2,48.15,46.61,47.15,-0.25,45.45,0.09,47.22,45.33,47.35,45.64,47.15,-0.25,45.45,0.09,47.22,45.33,47.35,45.64,53.86,100.22,84.66,64.09,62.78,61.14,61.01,57.57,8/25/25,3014.2655609272224,1.7671517671517847,Flat,Stable,Falling,8.990755746258982,False,High Vol,Bullish,0.9884395363159166,3.703098524805801,Falling,21.599921334613587,48.889613887790944,Moderate,24.567230441172548,True,0.5791426318051048,,0.0,,,False,-42.239999999999995,Bullish,High Vol,42.42,84.66,42.239999999999995,-19.82,-16.270000000000003,-10.32,-10.25,-49.89369241672572,-30.925261351224837,-25.915896782414787,-17.926003126628455,-17.804412020149382,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,7,True,2.5147,2.51,9.15,253.68,247.04,3.83,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,1.7671517671517847,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=2, gap_180d=-10.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-42.2, gap_60d=-19.8, gap_180d=-10.3, IV_Rank=2",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
AMZN,2025-08-25 07:26:31.259911,23.71,0.97,23.6,1.01,23.22,22.79,48.75,47.99,23.87,1.14,23.73,1.14,23.22,22.79,41.78,42.11,24.06,0.58,23.88,0.0,22.88,22.56,37.18,36.73,24.44,0.75,24.19,0.68,23.22,22.99,34.08,30.79,26.12,0.63,25.77,0.76,24.15,23.55,29.78,29.49,28.73,0.17,28.26,0.26,27.3,26.52,29.19,29.24,28.32,0.04,27.7,0.04,27.51,26.74,30.63,29.49,28.46,0.13,27.7,0.25,27.47,26.51,30.01,29.53,29.62,-0.02,28.8,0.23,28.73,27.52,29.72,28.49,30.05,-0.16,28.98,0.03,29.43,28.12,30.58,29.31,30.4,-0.09,29.03,-0.02,30.15,28.47,30.87,29.01,31.27,0.23,28.97,-0.12,31.02,28.57,31.74,29.16,31.3,0.46,28.74,-0.08,30.87,28.41,31.75,29.1,26.64,40.41,33.88,28.05,31.38,39.16,37.13,35.55,8/25/25,3014.2655609272224,11.233885819521202,Contango,Rising,Falling,4.857498212957869,False,Compression,Bullish,1.5027683284390623,0.9165490631615706,Falling,15.541100755726285,55.09717917916772,Moderate,20.553315898097672,True,0.8409703722625889,Ascending Triangle,63.0,,,False,-9.440000000000001,Bullish,Compression,24.44,33.88,9.440000000000001,-1.9299999999999997,-2.6499999999999986,-5.929999999999996,-5.149999999999999,-27.863046044864227,-6.880570409982173,-8.444869343530907,-16.68073136427566,-14.486638537271446,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,0,True,3.2326,3.44,2.11,229.08,230.41,1.72,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,11.233885819521202,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=11, gap_180d=-5.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-9.4, gap_60d=-1.9, gap_180d=-5.9, IV_Rank=11",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
GOOG,2025-08-25 07:26:32.741984,34.4,1.94,34.37,2.47,32.33,32.78,50.25,49.52,33.18,0.73,33.12,1.23,32.33,32.78,46.01,44.72,31.57,0.84,31.49,0.92,30.96,30.78,39.05,38.45,30.63,0.75,30.34,0.86,30.21,29.47,36.98,34.12,29.72,1.3,29.43,1.09,28.72,28.13,32.01,32.52,30.91,0.59,30.47,0.71,30.19,29.4,29.64,28.94,29.93,0.27,29.41,0.67,29.87,29.02,31.67,32.58,29.74,0.46,29.11,1.32,29.5,28.9,31.24,29.72,30.47,0.16,29.7,0.6,30.23,29.07,30.48,28.47,30.44,0.32,29.38,0.62,30.68,29.08,31.42,28.34,30.54,0.25,29.3,0.42,30.93,29.16,31.09,28.43,31.38,0.32,29.24,0.1,31.58,29.11,32.42,30.1,31.55,0.32,29.2,0.01,31.7,29.24,32.33,30.09,19.1,22.37,19.66,21.75,27.29,32.95,33.21,32.98,8/25/25,3014.2655609272224,6.203840472673536,Flat,Stable,Stable,3.097163576923604,False,Compression,Bullish,0.40736668922505176,7.278061064713406,Falling,36.72654607863057,43.73869948386256,Strong,23.82608001310649,True,0.7778674506401074,Ascending Triangle,63.0,,,False,10.969999999999999,Bullish,Compression,30.63,19.66,10.969999999999999,7.969999999999999,3.620000000000001,-2.509999999999998,-2.4399999999999977,55.798575788402836,36.643678160919535,13.264932209600591,-7.61067313523347,-7.398423286840503,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,127,True,3.6319,1.28,21.37,313.68,293.59,2.29,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,6.203840472673536,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=6, gap_180d=-2.5)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=11.0, gap_60d=8.0, gap_180d=-2.5, IV_Rank=6",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
AVGO,2025-08-25 07:26:34.236724,61.76,4.6,61.69,5.1,40.33,40.5,40.76,39.51,58.1,0.94,57.96,1.37,40.33,40.5,39.4,37.82,52.99,0.45,52.79,0.71,51.26,50.97,37.75,37.1,49.27,0.8,49.11,0.46,47.76,47.73,37.05,35.5,44.85,0.31,44.58,0.53,44.02,43.65,42.75,42.14,43.83,0.43,43.42,0.61,43.16,42.79,41.42,40.64,44.67,-0.01,44.14,0.11,44.11,43.66,41.52,40.34,43.53,-0.12,42.95,0.2,43.75,43.04,43.42,41.71,42.95,-0.01,42.3,0.27,43.15,42.28,42.85,41.33,43.16,0.04,42.26,0.16,43.41,42.31,42.53,40.99,42.72,-0.83,41.63,-0.38,43.33,41.98,42.76,41.06,43.12,-0.21,41.3,-0.37,43.65,41.92,43.07,41.17,43.16,0.07,41.04,-0.5,43.42,41.75,43.24,41.22,28.44,30.41,29.23,30.97,33.34,50.61,56.09,61.37,8/25/25,3014.2655609272224,100.0,Inverted,Stable,Stable,5.439695661421593,False,High Vol,Bearish,-4.419083160036289,-2.5143043575374153,Falling,34.89775929799142,36.57658432019871,Strong,71.46845796717275,True,1.450547147699873,Ascending Triangle,63.0,,,False,20.040000000000003,Bearish,High Vol,49.27,29.23,20.040000000000003,13.880000000000003,10.489999999999995,-18.419999999999995,-18.65,68.55969893944578,44.817565385857286,31.463707258548272,-30.014665145836723,-30.389441094997554,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,10,True,-1.8168,-16.28,-9.08,368.41,361.21,4.73,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,100.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=100, gap_180d=-18.4)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=20.0, gap_60d=13.9, gap_180d=-18.4, IV_Rank=100",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
TSLA,2025-08-25 07:26:35.683333,45.54,2.73,45.47,2.79,42.87,42.51,72.7,70.03,46.02,3.21,45.89,3.22,42.87,42.51,64.8,62.64,46.56,2.08,46.4,2.21,42.58,42.25,59.78,57.96,46.82,1.37,46.66,1.56,43.74,43.33,56.69,55.05,49.9,1.13,49.58,1.38,47.15,46.51,53.33,51.95,52.3,0.51,51.87,0.86,50.72,49.91,53.79,52.42,51.79,0.42,51.25,0.66,51.15,50.25,55.36,53.91,52.24,0.32,51.59,0.71,51.54,50.4,54.72,53.27,53.18,0.12,52.42,0.56,52.59,51.29,54.71,53.16,54.31,0.05,53.27,0.33,54.14,52.52,55.89,53.84,54.73,-0.14,53.44,0.29,54.32,52.62,55.47,53.75,55.85,-0.05,53.51,-0.05,55.65,52.96,57.23,54.28,56.1,0.12,53.43,-0.15,55.76,52.93,57.5,54.29,39.75,37.16,43.56,58.11,58.39,74.65,70.96,70.45,8/25/25,3014.2655609272224,23.78378378378378,Flat,Rising,Falling,5.523744704053179,False,High Vol,Bullish,3.080662502833166,6.991858083674811,Falling,46.50093687765583,57.378847599481595,Strong,42.94747148071017,True,0.917289010694365,,0.0,,,False,3.259999999999998,Bullish,High Vol,46.82,43.56,3.259999999999998,-8.21,-6.090000000000003,-17.270000000000003,-15.720000000000006,7.483930211202934,-14.12837721562554,-10.429868128104133,-24.513839602555006,-22.31369765791342,True,True,True,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,Trending,Bullish,Bullish,23,True,8.2397,14.2,31.05,460.99,444.14,3.84,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,23.78378378378378,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=24, gap_180d=-17.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=3.3, gap_60d=-8.2, gap_180d=-17.3, IV_Rank=24",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
WMT,2025-08-25 07:26:39.158746,18.99,0.23,18.89,0.43,33.73,33.05,21.18,20.41,19.07,0.31,18.94,0.48,33.73,33.05,20.51,19.84,19.15,-0.07,19.02,0.06,29.22,28.92,20.11,19.71,18.88,-0.38,19.22,0.4,27.26,26.84,26.53,26.29,20.9,0.11,20.48,0.12,24.51,24.2,25.0,24.69,22.65,-0.11,22.23,0.21,25.25,24.44,24.42,23.5,22.54,-0.01,22.05,0.14,24.97,23.95,25.41,24.23,22.63,0.04,21.95,0.24,24.23,23.17,24.79,23.99,23.13,-0.15,22.39,0.16,24.58,23.27,24.38,23.23,23.77,0.04,22.95,-0.35,24.61,23.75,24.78,23.35,24.31,0.27,23.06,-0.12,25.01,23.63,25.36,23.42,24.86,0.22,23.24,-0.83,25.49,23.18,25.95,23.47,24.86,0.22,23.24,-0.83,25.49,23.18,25.95,23.47,27.82,26.16,22.05,19.37,19.13,27.09,27.7,26.28,8/25/25,3014.2655609272224,0.0,Mixed,Falling,Rising,3.790042509289603,False,Compression,Neutral,-1.7423634094680767,3.641715608791378,Falling,44.129016498789326,40.18224309780781,Strong,14.718758467515908,True,0.7795952578133426,,0.0,,,False,-3.1700000000000017,Bidirectional,Compression,18.88,22.05,3.1700000000000017,1.5299999999999976,3.5199999999999996,-3.150000000000002,-1.9700000000000024,-14.3764172335601,7.898812596799161,18.40041819132253,-11.986301369863021,-7.496194824961957,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,Neutral,Bullish,Bullish,35,True,-1.7947,-1.98,3.93,113.72,107.81,1.8,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-3.2)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-3.2, gap_60d=1.5, gap_180d=-3.2, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
PG,2025-08-25 07:26:43.439913,16.69,1.09,16.83,1.13,17.29,16.93,28.85,28.76,16.68,1.09,16.72,1.02,17.29,16.93,25.83,24.55,16.82,0.2,16.84,0.19,16.99,16.98,23.22,21.84,18.73,2.06,18.24,1.8,15.89,16.96,21.81,20.48,20.18,0.25,19.73,0.87,19.54,18.84,20.85,19.7,19.95,0.49,19.59,1.15,19.88,19.26,21.3,19.91,19.72,0.37,19.31,0.87,19.92,19.26,20.87,19.41,19.64,0.31,19.24,0.77,19.95,19.24,20.6,19.11,19.77,0.09,19.53,0.83,20.12,19.27,20.43,18.93,20.23,0.28,19.28,0.56,20.43,19.13,20.36,18.92,19.88,-0.49,19.39,0.54,20.47,19.09,20.36,18.77,21.02,0.24,19.4,0.1,21.32,19.48,20.67,18.77,21.02,0.24,19.4,0.1,21.32,19.48,20.67,18.77,12.52,15.59,16.14,15.08,17.64,19.94,20.6,19.92,8/25/25,3014.2655609272224,47.97297297297299,Flat,Rising,Falling,2.41749181315401,False,Expansion,Neutral,0.4580813809839356,-1.4435170165381146,Falling,24.89558477433528,52.96553688487787,Moderate,18.756720314796866,True,1.001426605168012,,0.0,,,False,2.59,Bidirectional,Expansion,18.73,16.14,2.59,5.1,2.3099999999999987,-0.15000000000000213,-0.0400000000000027,16.04708798017348,33.81962864721485,13.095238095238088,-0.7530120481927818,-0.20080321285141917,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Ranging,Bearish,Bearish,99,True,-0.3449,0.66,-2.12,144.08,146.86,1.63,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,47.97297297297299,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=48),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=2.6, gap_60d=5.1, gap_180d=-0.2, IV_Rank=48",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,Long Strangle,None,0.68,Medium,Medium
UNH,2025-08-25 07:26:54.188805,32.34,2.12,32.49,2.52,42.23,39.89,66.8,66.61,32.98,2.76,32.99,3.02,42.23,39.89,58.74,58.29,34.14,1.17,34.26,-0.14,40.59,38.85,52.85,52.3,34.6,1.31,34.69,1.49,39.2,38.73,49.34,48.24,39.81,0.57,39.76,1.35,42.39,41.29,45.42,44.32,39.85,0.42,39.74,0.73,41.77,40.77,48.14,46.84,38.72,0.55,38.64,1.2,40.09,39.17,47.09,45.15,37.96,0.18,37.77,0.91,39.23,37.9,45.28,43.77,38.22,-0.61,38.07,1.07,39.51,37.86,44.83,42.9,38.0,-0.74,37.24,1.01,39.22,37.27,43.92,41.56,37.18,-1.59,37.24,1.24,39.49,35.79,43.01,40.01,37.67,1.02,36.65,1.57,35.57,35.57,38.95,37.92,37.48,2.27,36.39,1.18,35.94,35.94,37.4,37.4,58.91,65.01,56.8,45.19,71.6,64.37,59.33,56.74,8/25/25,3014.2655609272224,0.0,Contango,Falling,Stable,6.157625805093677,False,High Vol,Neutral,0.6396958748905863,-0.4113452657792359,Falling,25.755555961093197,53.30099837145083,Strong,17.46546876517969,True,0.5047823342537482,,0.0,,,False,-22.199999999999996,Bidirectional,High Vol,34.6,56.8,22.199999999999996,-5.3799999999999955,-31.749999999999993,-18.520000000000003,-19.560000000000002,-39.08450704225351,-11.905288780703687,-44.343575418994405,-32.64011279520621,-34.47303489601693,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,3,True,-1.8114,2.11,-1.37,329.72,333.2,2.15,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-18.5)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-22.2, gap_60d=-5.4, gap_180d=-18.5, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
CSCO,2025-08-25 07:26:55.315020,17.93,0.43,18.0,0.98,20.53,20.25,18.76,18.57,18.15,0.65,18.14,1.11,20.53,20.25,17.66,17.73,18.51,0.57,18.44,1.29,20.0,19.56,26.23,26.0,19.17,0.58,18.73,0.83,20.08,19.21,27.01,26.47,21.34,0.78,21.28,1.09,20.69,20.33,24.08,24.29,23.57,-0.19,23.52,0.5,23.52,22.86,23.18,23.19,23.21,-0.39,22.82,0.58,23.81,22.95,23.89,23.76,23.4,0.25,22.92,0.51,23.17,22.14,24.29,24.04,23.72,0.12,23.27,0.47,23.65,22.54,24.12,23.14,24.25,0.07,23.8,0.64,23.94,23.23,24.33,23.88,24.86,-0.01,24.0,0.87,24.32,23.25,24.62,23.65,24.65,-0.1,23.95,1.22,24.94,23.04,25.14,23.94,24.65,-0.1,23.95,1.22,24.94,23.04,25.14,23.94,27.25,26.88,22.63,19.74,20.57,27.52,26.36,24.52,8/25/25,3014.2655609272224,0.0,Contango,Stable,Rising,3.5010887195588496,False,Compression,Bullish,0.30157623290243635,3.9405981880049894,Falling,26.877752778042126,50.91435251476313,Strong,19.65886882931044,True,1.0255017647005966,,0.0,,,False,-3.4599999999999973,Bullish,Compression,19.17,22.63,3.4599999999999973,1.6000000000000014,3.0,-0.8000000000000007,0.33999999999999986,-15.289438798055668,8.105369807497475,14.584346135148273,-3.2626427406199054,1.3866231647634577,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,Ranging,Bullish,Bullish,88,True,0.193,0.24,2.96,77.93,75.2,1.79,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-0.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-3.5, gap_60d=1.6, gap_180d=-0.8, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
IBM,2025-08-25 07:26:58.066303,20.2,1.08,20.54,1.31,22.41,21.99,55.66,57.23,20.64,1.52,20.77,1.54,22.41,21.99,45.4,46.36,21.22,1.38,21.09,0.78,22.71,22.01,39.9,38.08,22.32,1.75,20.93,0.0,23.23,22.96,35.52,33.46,23.77,1.28,23.65,1.18,24.34,23.54,29.83,29.15,27.5,0.24,27.19,0.39,27.83,26.92,28.45,26.92,26.93,0.79,25.87,0.19,27.95,27.04,31.03,29.41,25.95,0.08,25.49,0.32,27.55,26.51,29.64,28.46,26.8,0.05,26.07,0.2,28.02,26.88,28.88,27.76,28.19,0.03,27.81,0.66,29.16,27.91,29.71,28.53,27.84,-0.28,27.33,0.3,29.31,27.63,29.86,27.77,28.84,0.23,27.74,0.54,29.61,27.6,29.87,27.76,28.84,0.23,27.74,0.54,29.61,27.6,29.87,27.76,22.57,22.95,29.48,25.22,27.05,31.02,33.04,31.33,8/25/25,3014.2655609272224,0.0,Contango,Stable,Falling,6.0195256365339045,False,High Vol,Neutral,-0.2924993939819478,1.0171246950001256,Falling,33.66856827532714,43.484218649051044,Strong,11.331623642577018,True,0.5076892312982535,,0.0,,,False,-7.16,Bidirectional,High Vol,22.32,29.48,7.16,-1.4499999999999993,0.4499999999999993,-4.529999999999998,-3.4899999999999984,-24.287652645861602,-5.749405233941314,1.6635859519408478,-14.458984998404079,-11.139482923715285,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bullish,Bullish,0,True,-0.1504,-0.9,3.07,305.99,302.02,1.89,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-4.5)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-7.2, gap_60d=-1.4, gap_180d=-4.5, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
